"Eintritte nach Ausbildungsfeld, Kanton, Ausbildungstyp, Geschlecht und Ausbildungsform"

"Ausbildungsfeld";"Kanton";"Ausbildungstyp";"Geschlecht - Total Ausbildungsform - Total 2010";"Geschlecht - Total Vollschulisch 2010";"Geschlecht - Total Dual 2010";"Mann Ausbildungsform - Total 2010";"Mann Vollschulisch 2010";"Mann Dual 2010";"Frau Ausbildungsform - Total 2010";"Frau Vollschulisch 2010";"Frau Dual 2010"
"Zahnmedizin";"Schaffhausen";"EFZ";13;0;13;0;0;0;13;0;13
"Zahnmedizin";"Schaffhausen";"EBA";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";16;0;16;0;0;0;16;0;16
"Zahnmedizin";"Appenzell Ausserrhoden";"EFZ";16;0;16;0;0;0;16;0;16
"Zahnmedizin";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Appenzell Innerrhoden";"Ausbildungstyp - Total";1;0;1;0;0;0;1;0;1
"Zahnmedizin";"Appenzell Innerrhoden";"EFZ";1;0;1;0;0;0;1;0;1
"Zahnmedizin";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"St. Gallen";"Ausbildungstyp - Total";65;0;65;3;0;3;62;0;62
"Zahnmedizin";"St. Gallen";"EFZ";65;0;65;3;0;3;62;0;62
"Zahnmedizin";"St. Gallen";"EBA";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";21;0;21;0;0;0;21;0;21
"Zahnmedizin";"Graubünden / Grigioni / Grischun";"EFZ";21;0;21;0;0;0;21;0;21
"Zahnmedizin";"Graubünden / Grigioni / Grischun";"EBA";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Aargau";"Ausbildungstyp - Total";87;0;87;0;0;0;87;0;87
"Zahnmedizin";"Aargau";"EFZ";87;0;87;0;0;0;87;0;87
"Zahnmedizin";"Aargau";"EBA";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Thurgau";"Ausbildungstyp - Total";31;0;31;1;0;1;30;0;30
"Zahnmedizin";"Thurgau";"EFZ";31;0;31;1;0;1;30;0;30
"Zahnmedizin";"Thurgau";"EBA";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Ticino";"Ausbildungstyp - Total";32;0;32;2;0;2;30;0;30
"Zahnmedizin";"Ticino";"EFZ";32;0;32;2;0;2;30;0;30
"Zahnmedizin";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Vaud";"Ausbildungstyp - Total";64;0;64;1;0;1;63;0;63
"Zahnmedizin";"Vaud";"EFZ";64;0;64;1;0;1;63;0;63
"Zahnmedizin";"Vaud";"EBA";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Valais / Wallis";"Ausbildungstyp - Total";29;0;29;1;0;1;28;0;28
"Zahnmedizin";"Valais / Wallis";"EFZ";29;0;29;1;0;1;28;0;28
"Zahnmedizin";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Neuchâtel";"Ausbildungstyp - Total";16;0;16;0;0;0;16;0;16
"Zahnmedizin";"Neuchâtel";"EFZ";16;0;16;0;0;0;16;0;16
"Zahnmedizin";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Genève";"Ausbildungstyp - Total";54;0;54;4;0;4;50;0;50
"Zahnmedizin";"Genève";"EFZ";54;0;54;4;0;4;50;0;50
"Zahnmedizin";"Genève";"EBA";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Jura";"Ausbildungstyp - Total";3;0;3;0;0;0;3;0;3
"Zahnmedizin";"Jura";"EFZ";3;0;3;0;0;0;3;0;3
"Zahnmedizin";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Zahnmedizin";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Schweiz";"Ausbildungstyp - Total";2561;282;2279;359;38;321;2202;244;1958
"Sozialarbeit und Beratung";"Schweiz";"EFZ";2561;282;2279;359;38;321;2202;244;1958
"Sozialarbeit und Beratung";"Schweiz";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Zürich";"Ausbildungstyp - Total";599;0;599;58;0;58;541;0;541
"Sozialarbeit und Beratung";"Zürich";"EFZ";599;0;599;58;0;58;541;0;541
"Sozialarbeit und Beratung";"Zürich";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Bern / Berne";"Ausbildungstyp - Total";311;30;281;35;4;31;276;26;250
"Sozialarbeit und Beratung";"Bern / Berne";"EFZ";311;30;281;35;4;31;276;26;250
"Sozialarbeit und Beratung";"Bern / Berne";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Luzern";"Ausbildungstyp - Total";86;0;86;6;0;6;80;0;80
"Sozialarbeit und Beratung";"Luzern";"EFZ";86;0;86;6;0;6;80;0;80
"Sozialarbeit und Beratung";"Luzern";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Uri";"Ausbildungstyp - Total";8;0;8;1;0;1;7;0;7
"Sozialarbeit und Beratung";"Uri";"EFZ";8;0;8;1;0;1;7;0;7
"Sozialarbeit und Beratung";"Uri";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Schwyz";"Ausbildungstyp - Total";23;0;23;0;0;0;23;0;23
"Sozialarbeit und Beratung";"Schwyz";"EFZ";23;0;23;0;0;0;23;0;23
"Sozialarbeit und Beratung";"Schwyz";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Obwalden";"Ausbildungstyp - Total";2;0;2;1;0;1;1;0;1
"Sozialarbeit und Beratung";"Obwalden";"EFZ";2;0;2;1;0;1;1;0;1
"Sozialarbeit und Beratung";"Obwalden";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Nidwalden";"Ausbildungstyp - Total";10;0;10;2;0;2;8;0;8
"Sozialarbeit und Beratung";"Nidwalden";"EFZ";10;0;10;2;0;2;8;0;8
"Sozialarbeit und Beratung";"Nidwalden";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Glarus";"Ausbildungstyp - Total";10;0;10;0;0;0;10;0;10
"Sozialarbeit und Beratung";"Glarus";"EFZ";10;0;10;0;0;0;10;0;10
"Sozialarbeit und Beratung";"Glarus";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Zug";"Ausbildungstyp - Total";29;0;29;1;0;1;28;0;28
"Sozialarbeit und Beratung";"Zug";"EFZ";29;0;29;1;0;1;28;0;28
"Sozialarbeit und Beratung";"Zug";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Fribourg / Freiburg";"Ausbildungstyp - Total";71;1;70;13;0;13;58;1;57
"Sozialarbeit und Beratung";"Fribourg / Freiburg";"EFZ";71;1;70;13;0;13;58;1;57
"Sozialarbeit und Beratung";"Fribourg / Freiburg";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Solothurn";"Ausbildungstyp - Total";55;0;55;8;0;8;47;0;47
"Sozialarbeit und Beratung";"Solothurn";"EFZ";55;0;55;8;0;8;47;0;47
"Sozialarbeit und Beratung";"Solothurn";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Basel-Stadt";"Ausbildungstyp - Total";101;0;101;16;0;16;85;0;85
"Sozialarbeit und Beratung";"Basel-Stadt";"EFZ";101;0;101;16;0;16;85;0;85
"Sozialarbeit und Beratung";"Basel-Stadt";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Basel-Landschaft";"Ausbildungstyp - Total";64;0;64;11;0;11;53;0;53
"Sozialarbeit und Beratung";"Basel-Landschaft";"EFZ";64;0;64;11;0;11;53;0;53
"Sozialarbeit und Beratung";"Basel-Landschaft";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Schaffhausen";"Ausbildungstyp - Total";28;0;28;4;0;4;24;0;24
"Sozialarbeit und Beratung";"Schaffhausen";"EFZ";28;0;28;4;0;4;24;0;24
"Sozialarbeit und Beratung";"Schaffhausen";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";34;0;34;6;0;6;28;0;28
"Sozialarbeit und Beratung";"Appenzell Ausserrhoden";"EFZ";34;0;34;6;0;6;28;0;28
"Sozialarbeit und Beratung";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Appenzell Innerrhoden";"Ausbildungstyp - Total";1;0;1;0;0;0;1;0;1
"Sozialarbeit und Beratung";"Appenzell Innerrhoden";"EFZ";1;0;1;0;0;0;1;0;1
"Sozialarbeit und Beratung";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"St. Gallen";"Ausbildungstyp - Total";163;0;163;25;0;25;138;0;138
"Sozialarbeit und Beratung";"St. Gallen";"EFZ";163;0;163;25;0;25;138;0;138
"Sozialarbeit und Beratung";"St. Gallen";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";33;0;33;5;0;5;28;0;28
"Sozialarbeit und Beratung";"Graubünden / Grigioni / Grischun";"EFZ";33;0;33;5;0;5;28;0;28
"Sozialarbeit und Beratung";"Graubünden / Grigioni / Grischun";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Aargau";"Ausbildungstyp - Total";168;0;168;21;0;21;147;0;147
"Sozialarbeit und Beratung";"Aargau";"EFZ";168;0;168;21;0;21;147;0;147
"Sozialarbeit und Beratung";"Aargau";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Thurgau";"Ausbildungstyp - Total";65;0;65;10;0;10;55;0;55
"Sozialarbeit und Beratung";"Thurgau";"EFZ";65;0;65;10;0;10;55;0;55
"Sozialarbeit und Beratung";"Thurgau";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Ticino";"Ausbildungstyp - Total";42;0;42;10;0;10;32;0;32
"Sozialarbeit und Beratung";"Ticino";"EFZ";42;0;42;10;0;10;32;0;32
"Sozialarbeit und Beratung";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Vaud";"Ausbildungstyp - Total";291;88;203;54;13;41;237;75;162
"Sozialarbeit und Beratung";"Vaud";"EFZ";291;88;203;54;13;41;237;75;162
"Sozialarbeit und Beratung";"Vaud";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Valais / Wallis";"Ausbildungstyp - Total";94;35;59;11;2;9;83;33;50
"Sozialarbeit und Beratung";"Valais / Wallis";"EFZ";94;35;59;11;2;9;83;33;50
"Sozialarbeit und Beratung";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Neuchâtel";"Ausbildungstyp - Total";132;64;68;24;8;16;108;56;52
"Sozialarbeit und Beratung";"Neuchâtel";"EFZ";132;64;68;24;8;16;108;56;52
"Sozialarbeit und Beratung";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Genève";"Ausbildungstyp - Total";103;26;77;31;5;26;72;21;51
"Sozialarbeit und Beratung";"Genève";"EFZ";103;26;77;31;5;26;72;21;51
"Sozialarbeit und Beratung";"Genève";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Jura";"Ausbildungstyp - Total";38;38;0;6;6;0;32;32;0
"Sozialarbeit und Beratung";"Jura";"EFZ";38;38;0;6;6;0;32;32;0
"Sozialarbeit und Beratung";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Sozialarbeit und Beratung";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Schweiz";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Schweiz";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Schweiz";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Zürich";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Zürich";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Zürich";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Bern / Berne";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Bern / Berne";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Bern / Berne";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Luzern";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Luzern";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Luzern";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Uri";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Uri";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Uri";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Schwyz";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Schwyz";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Schwyz";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Obwalden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Obwalden";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Obwalden";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Nidwalden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Nidwalden";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Nidwalden";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Glarus";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Glarus";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Glarus";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Zug";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Zug";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Zug";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Fribourg / Freiburg";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Fribourg / Freiburg";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Fribourg / Freiburg";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Solothurn";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Solothurn";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Solothurn";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Basel-Stadt";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Basel-Stadt";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Basel-Stadt";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Basel-Landschaft";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Basel-Landschaft";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Basel-Landschaft";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Schaffhausen";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Schaffhausen";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Schaffhausen";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Appenzell Ausserrhoden";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Appenzell Innerrhoden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Appenzell Innerrhoden";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"St. Gallen";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"St. Gallen";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"St. Gallen";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Graubünden / Grigioni / Grischun";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Graubünden / Grigioni / Grischun";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Aargau";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Aargau";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Aargau";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Thurgau";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Thurgau";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Thurgau";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Ticino";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Ticino";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Vaud";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Vaud";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Vaud";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Valais / Wallis";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Valais / Wallis";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Neuchâtel";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Neuchâtel";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Genève";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Genève";"EFZ";0;0;0;0;0;0;0;0;0
